"","ID","DT01_01","DT01_02","DT01_03","DT02_01","DT02_02","DT02_03","DT03_01","DT03_02","DT03_03","DT04_01","DT04_02","DT04_03","DT05_01","DT05_02","DT05_03","DT06_01","DT06_02","DT06_03","DT07_01","DT07_02","DT07_03","DT08_01","DT08_02","DT08_03","DT09_01","DT09_02","DT09_03","MT01_01","MT01_02","MT01_03","MT02_01","MT02_02","MT02_03","MT03_01","MT03_02","MT03_03","MT04_01","MT04_02","MT04_03","MT05_01","MT05_02","MT05_03","MT06_01","MT06_02","MT06_03","MT07_01","MT07_02","MT07_03","MT08_01","MT08_02","MT08_03","MT09_01","MT09_02","MT09_03","MT10_01","MT10_02","MT10_03","MT11_01","MT11_02","MT11_03","MT12_01","MT12_02","MT12_03","MT13_01","MT13_02","MT13_03","MT14_01","MT14_02","MT14_03","MT15_01","MT15_02","MT15_03","MT16_01","MT16_02","MT16_03","MT17_01","MT17_02","MT17_03","MT18_01","MT18_02","MT18_03","MT19_01","MT19_02","MT19_03","MT20_01","MT20_02","MT20_03","HM01_01","HM01_02","HM01_03","HM02_01","HM02_02","HM02_03","HM03_01","HM03_02","HM03_03","HM04_01","HM04_02","HM04_03","HM05_01","HM05_02","HM05_03","HM06_01","HM06_02","HM06_03","HM07_01","HM07_02","HM07_03","HM08_01","HM08_02","HM08_03","HM09_01","HM09_02","HM09_03","HM10_01","HM10_02","HM10_03","HM11_01","HM11_02","HM11_03","HM12_01","HM12_02","HM12_03","HM13_01","HM13_02","HM13_03","HM14_01","HM14_02","HM14_03","HM15_01","HM15_02","HM15_03","HM16_01","HM16_02","HM16_03","HM17_01","HM17_02","HM17_03","HM18_01","HM18_02","HM18_03","HM19_01","HM19_02","HM19_03","HM20_01","HM20_02","HM20_03","VC01_01","VC01_02","VC01_03","VC02_01","VC02_02","VC02_03","IP01_01","IP01_02","IP01_03","IP02_01","IP02_02","IP02_03","IP03_01","IP03_02","IP03_03","IP04_01","IP04_02","IP04_03","IP05_01","IP05_02","IP05_03","IP06_01","IP06_02","IP06_03","IP07_01","IP07_02","IP07_03","IP08_01","IP08_02","IP08_03","IP09_01","IP09_02","IP09_03","IP10_01","IP10_02","IP10_03","IP11_01","IP11_02","IP11_03","IP12_01","IP12_02","IP12_03","IP13_01","IP13_02","IP13_03","IP14_01","IP14_02","IP14_03","IP15_01","IP15_02","IP15_03","IP16_01","IP16_02","IP16_03","IP17_01","IP17_02","IP17_03","IP18_01","IP18_02","IP18_03","IP19_01","IP19_02","IP19_03","IP20_01","IP20_02","IP20_03","KE01_01","KE01_02","KE01_03","KE01_04","KE01_05","KE01_06","KE01_07","KE01_08","KE01_09","KE01_10","KE01_11","KE01_12","KE01_13","KE01_14","KE01_15","KE01_16","KE01_17","KE01_18","KE01_19","KE01_20","KE02_01","KE02_02","KE02_03","KE02_04","KE02_05","KE02_06","KE02_07","KE02_08","KE02_09","KE02_10","KE03_01","KE03_02","KE03_03","KE03_04","KE03_05","KE03_06","KE03_07","KE03_08","KE03_09","KE03_10","KE03_11","KE03_12","KE03_13","KE03_14","KE03_15","KE03_16","KE03_17","KE03_18","KE03_19","KE03_20","KE04_01","KE04_02","KE04_03","KE04_04","KE04_05","KE04_06","KE04_07","KE04_08","KE04_09","KE04_10","KE04_11","KE04_12","KE04_13","KE04_14","KE04_15","KE04_16","KE04_17","KE04_18","KE04_19","KE04_20","KE04_21","KE05_01","KE05_02","KE05_03","KE05_04","KE05_05","KE05_06","KE05_07","KE05_08","KE05_09","KE05_10","KE05_11","KE05_12","KE05_13","KE05_14","KE05_15","KE05_16","KE05_17","KE05_18","KE05_19","KE05_20","KE05_21","KE05_22","KE05_23","KE05_24","KE05_25","KE05_26","KE05_27","KE05_28","KE05_29","KE05_30","KE06_01","KE06_02","KE06_03","KE06_04","KE06_05","KE06_06","KE06_07","KE06_08","KE06_09","KE06_10","KE06_11","KE06_12","KE06_13","KE06_14","KE06_15","KE06_16","KE06_17","KE06_18","KE06_19","KE06_20","EX01_01","EX01_02","EX01_03","OR01_01","OR01_02","OR01_03","OR02_01","OR02_02","OR02_03","OR03_01","OR03_02","OR03_03","OR04_01","OR04_02","OR04_03","OR05_01","OR05_02","OR05_03","OR06_01","OR06_02","OR06_03","OR07_01","OR07_02","OR07_03","OR08_01","OR08_02","OR08_03","OR09_01","OR09_02","OR09_03","OR10_01","OR10_02","OR10_03","OR11_01","OR11_02","OR11_03","OR12_01","OR12_02","OR12_03","OR13_01","OR13_02","OR13_03","OR14_01","OR14_02","OR14_03","OR15_01","OR15_02","OR15_03","OR16_01","OR16_02","OR16_03","OR17_01","OR17_02","OR17_03","OR18_01","OR18_02","OR18_03","OR19_01","OR19_02","OR19_03","OR20_01","OR20_02","OR20_03","OR21_01","OR21_02","OR21_03","OR22_01","OR22_02","OR22_03","OR23_01","OR23_02","OR23_03","OR24_01","OR24_02","OR24_03","OR25_01","OR25_02","OR25_03","OR26_01","OR26_02","OR26_03","OR27_01","OR27_02","OR27_03","OR28_01","OR28_02","OR28_03","OR29_01","OR29_02","OR29_03","OR30_01","OR30_02","OR30_03","SR01_01","SR02_01","SR03","BF01_01","BF01_02","BF01_03","BF02_01","BF02_02","BF02_03","BF03_01","BF03_02","BF03_03","BF04_01","BF04_02","BF04_03","BF05_01","BF05_02","BF05_03","BF06_01","BF06_02","BF06_03","BF07_01","BF07_02","BF07_03","BF08_01","BF08_02","BF08_03","BF09_01","BF09_02","BF09_03","BF10_01","BF10_02","BF10_03","BF11_01","BF11_02","BF11_03","BF12_01","BF12_02","BF12_03","BF13_01","BF13_02","BF13_03","BF14_01","BF14_02","BF14_03","BF15_01","BF15_02","BF15_03","BF16_01","BF16_02","BF16_03","BF17_01","BF17_02","BF17_03","BF18_01","BF18_02","BF18_03","BF19_01","BF19_02","BF19_03","BF20_01","BF20_02","BF20_03","TIME001","TIME002","TIME003","TIME004","TIME005","TIME006","TIME007","TIME008","TIME009","TIME010","TIME011","TIME012","TIME013","TIME014","TIME015","TIME016","TIME017","TIME018","TIME019","TIME020","TIME021","TIME022","TIME023","TIME024","TIME025","TIME026","TIME027","TIME028","TIME029","TIME030","TIME031","TIME032","TIME033","TIME034","TIME035","TIME036","TIME037","TIME038","TIME039","TIME040","TIME041","TIME042","TIME043","TIME044","TIME045","TIME046","TIME047","TIME048","TIME049","TIME050","TIME051","TIME052","TIME053","TIME054","TIME055","TIME056","TIME057","TIME058","TIME059","TIME060","TIME061","TIME062","TIME063","TIME064","TIME065","TIME066","TIME067","TIME068","TIME069","TIME070","TIME071","TIME072","TIME073","TIME074","TIME075","TIME076","TIME077","TIME078","TIME079","TIME080","TIME081","TIME082","TIME083","TIME084","TIME085","TIME086","TIME087","TIME088","TIME089","TIME090","TIME091","TIME092","TIME093","TIME094","TIME095","TIME096","TIME097","TIME098","TIME099","TIME100","TIME101","TIME102","TIME103","TIME104","TIME105","TIME106","TIME107","TIME108","TIME109","TIME110","TIME111","TIME112","TIME113","TIME114","TIME115","TIME116","TIME117","TIME118","TIME119","TIME120","TIME121","TIME122","TIME123","TIME124","TIME125","TIME126","TIME127"
"1129",2392,1,2,3,3,2,1,1,2,3,2,3,1,1,2,3,3,1,2,1,2,3,2,3,1,1,2,3,1,2,3,2,1,3,1,3,2,2,3,1,2,3,1,2,1,3,2,1,3,2,1,3,3,1,2,3,2,1,1,2,3,3,2,1,3,1,2,2,1,3,2,1,3,1,2,3,3,2,1,3,2,1,2,1,3,2,1,3,2,1,3,1,2,3,3,1,2,3,2,1,2,1,3,3,1,2,1,2,3,3,1,2,1,2,3,1,2,3,1,2,3,3,2,1,1,2,3,2,3,1,1,3,2,3,1,2,2,3,1,1,2,3,1,3,2,2,1,3,2,3,1,3,1,2,3,1,2,1,3,2,2,1,3,2,1,3,2,1,3,2,3,1,3,2,1,1,2,3,3,1,2,3,2,1,2,1,3,2,1,3,1,2,3,1,3,2,2,1,3,1,2,3,1,3,2,1,2,3,2,1,3,2,3,1,5,7,8,12,16,18,17,3,11,6,4,1,10,20,14,15,13,2,9,19,8,7,2,6,3,9,4,5,10,1,3,6,11,7,5,20,19,14,16,1,8,17,4,12,13,10,2,18,9,15,6,9,13,7,18,19,8,16,10,20,5,3,4,21,14,11,2,12,1,17,15,23,12,28,25,22,18,24,15,26,8,14,13,2,30,29,20,6,10,7,27,11,16,1,5,21,9,3,17,4,19,15,13,9,10,6,1,3,2,11,17,18,16,14,4,19,20,8,5,12,7,3,1,2,2,1,3,3,2,1,3,2,1,1,2,3,3,1,2,3,1,2,3,2,1,1,2,3,3,2,1,2,1,3,2,3,1,2,3,1,1,2,3,1,3,2,3,2,1,1,2,3,2,1,3,1,2,3,1,3,2,2,1,3,2,1,3,2,3,1,1,3,2,2,1,3,1,3,2,2,3,1,2,1,3,1,3,2,2,3,1,2,3,1,5,4,1,3,1,2,1,3,2,1,3,2,2,3,1,1,3,2,2,3,1,2,1,3,2,3,1,1,3,2,2,3,1,1,3,2,1,3,2,2,1,3,2,1,3,2,1,3,3,1,2,3,2,1,3,2,1,2,1,3,1,2,3,21,23,6,14,14,16,13,7,10,12,9,23,69,29,23,10,9,10,10,9,16,18,8,12,11,13,12,22,107,102,78,10,10,52,8,11,11,8,7,10,14,10,10,33,9,10,64,16,15,9,11,13,9,12,19,35,14,19,23,12,17,10,8,11,15,11,23,72,17,21,9,13,10,11,13,11,10,7,9,10,12,7,10,12,7,11,15,8,7,8,8,12,9,6,8,9,8,7,8,8,9,6,7,8,12,7,10,10,6,8,6,8,10,7,7,8,7,8,7,6,7,7,10,8,10,10,32
"710",1552,1,2,3,1,3,2,1,2,3,2,3,1,1,2,3,3,1,2,2,1,3,1,3,2,1,2,3,2,3,1,2,1,3,1,3,2,3,2,1,2,3,1,1,3,2,1,3,2,1,3,2,3,1,2,3,2,1,1,2,3,3,2,1,1,3,2,2,1,3,2,3,1,1,2,3,3,2,1,3,2,1,2,1,3,1,3,2,1,2,3,2,1,3,2,3,1,1,3,2,2,3,1,2,3,1,3,2,1,3,2,1,1,3,2,3,2,1,3,2,1,3,2,1,1,3,2,3,1,2,2,1,3,2,1,3,2,3,1,1,2,3,1,2,3,2,3,1,2,3,1,3,1,2,3,1,2,3,2,1,3,1,2,3,1,2,1,2,3,2,1,3,3,1,2,2,1,3,3,1,2,2,1,3,3,1,2,1,3,2,1,2,3,2,3,1,3,1,2,3,1,2,3,1,2,1,2,3,2,1,3,3,2,1,1,3,16,8,20,2,18,19,7,6,5,4,17,9,10,15,13,11,14,12,9,2,1,10,6,4,5,8,7,3,4,11,5,20,6,14,19,7,3,12,9,13,16,2,8,15,10,17,18,1,3,11,14,16,5,18,4,10,9,8,17,2,12,21,20,15,1,6,19,7,13,27,14,10,4,22,16,21,30,29,20,13,24,7,26,17,1,28,18,23,3,2,11,25,5,19,8,12,15,9,6,5,13,10,4,18,15,7,20,1,16,3,12,8,14,9,6,17,19,2,11,2,3,1,1,3,2,3,1,2,2,1,3,3,2,1,2,1,3,3,2,1,3,2,1,3,1,2,1,3,2,2,3,1,1,2,3,2,3,1,1,3,2,1,2,3,3,2,1,1,3,2,1,3,2,3,1,2,1,2,3,2,1,3,3,2,1,1,3,2,3,1,2,1,3,2,1,3,2,3,2,1,2,1,3,1,2,3,3,1,2,3,1,2,5,5,1,2,1,3,1,2,3,2,1,3,1,3,2,2,1,3,3,2,1,3,1,2,2,3,1,3,2,1,2,3,1,1,3,2,1,3,2,2,1,3,2,1,3,1,2,3,3,1,2,2,1,3,1,3,2,1,2,3,1,2,3,10,33,6,19,16,10,13,7,11,8,11,10,8,8,13,7,13,7,19,15,7,10,9,9,16,10,12,9,6,8,11,7,10,8,6,7,6,10,8,7,11,12,8,17,7,8,13,10,10,20,15,10,10,11,10,13,13,10,8,9,13,22,11,14,11,12,14,9,12,16,11,12,9,10,5,10,8,5,10,7,9,7,8,8,7,9,8,9,9,7,10,6,14,8,5,10,7,16,6,6,8,7,8,7,8,6,10,7,10,6,8,14,7,8,9,11,12,7,6,8,7,15,9,7,9,7,25
"1125",2385,3,1,2,1,2,3,1,2,3,2,3,1,1,3,2,2,1,3,1,2,3,3,1,2,1,2,3,2,1,3,3,1,2,1,2,3,2,3,1,1,3,2,3,2,1,2,1,3,2,3,1,2,3,1,2,3,1,2,1,3,2,3,1,2,1,3,2,1,3,3,1,2,2,1,3,3,1,2,2,3,1,2,1,3,1,2,3,3,2,1,1,3,2,1,2,3,1,3,2,2,1,3,1,2,3,2,1,3,3,1,2,2,3,1,1,2,3,2,1,3,2,3,1,3,2,1,1,3,2,1,3,2,2,3,1,2,3,1,1,3,2,2,1,3,3,1,2,2,3,1,3,1,2,3,1,2,1,3,2,1,2,3,1,2,3,2,1,3,3,1,2,3,1,2,1,3,2,1,2,3,1,3,2,2,1,3,1,2,3,2,3,1,2,3,1,1,3,2,2,1,3,1,3,2,1,3,2,3,1,2,3,2,1,11,10,1,18,15,14,8,17,3,12,20,13,16,7,6,2,19,9,5,4,8,6,1,10,3,7,9,2,4,5,15,11,3,10,19,5,12,6,1,13,16,7,9,17,20,14,4,2,8,18,17,20,16,6,10,3,11,7,13,5,21,2,15,1,4,12,8,18,9,14,19,3,8,16,27,2,9,4,13,7,21,6,28,18,15,17,22,11,12,14,29,23,5,19,20,1,25,30,26,10,24,10,17,19,13,12,2,9,15,1,11,7,3,16,8,14,4,5,6,20,18,2,1,3,2,1,3,3,1,2,1,3,2,3,2,1,1,2,3,1,3,2,3,2,1,1,3,2,1,3,2,3,1,2,2,3,1,2,3,1,3,2,1,2,3,1,2,3,1,2,3,1,2,1,3,2,3,1,1,3,2,1,2,3,3,2,1,1,2,3,1,2,3,2,1,3,1,3,2,3,1,2,3,1,2,2,3,1,1,3,2,1,3,2,4,5,1,3,1,2,1,2,3,1,2,3,1,2,3,1,3,2,1,2,3,2,1,3,1,3,2,2,3,1,3,2,1,2,3,1,2,1,3,1,3,2,2,1,3,1,2,3,2,1,3,3,1,2,1,2,3,2,1,3,2,3,1,3,25,6,11,10,7,8,11,8,14,10,12,9,5,9,15,11,6,8,9,13,7,9,18,12,7,13,9,14,10,11,7,11,8,8,10,75,11,11,10,11,8,8,14,11,15,12,8,15,15,13,12,12,17,12,21,15,16,9,15,14,13,16,9,16,13,15,12,25,10,20,11,13,8,7,13,10,8,9,7,9,8,12,10,12,9,8,18,14,15,8,6,5,9,12,8,9,15,11,8,8,12,8,8,11,8,10,8,11,11,9,8,11,7,6,9,11,12,10,8,10,6,12,7,6,6,50
"1174",2487,2,1,3,1,2,3,2,1,3,2,3,1,1,2,3,1,2,3,1,2,3,1,3,2,2,3,1,1,2,3,2,1,3,3,1,2,3,1,2,2,3,1,1,2,3,2,3,1,3,2,1,1,2,3,3,2,1,1,2,3,2,3,1,2,1,3,3,2,1,2,3,1,2,3,1,3,2,1,3,2,1,1,2,3,3,1,2,1,2,3,2,1,3,2,3,1,1,3,2,2,3,1,2,1,3,3,2,1,2,3,1,3,2,1,3,1,2,2,1,3,2,3,1,2,3,1,3,2,1,3,1,2,1,2,3,3,1,2,3,2,1,3,1,2,1,2,3,2,3,1,3,1,2,1,3,2,3,2,1,2,1,3,1,2,3,2,1,3,1,2,3,2,1,3,3,1,2,2,1,3,2,1,3,3,1,2,1,3,2,1,2,3,3,2,1,1,2,3,3,2,1,3,2,1,1,3,2,1,2,3,3,2,1,9,10,2,3,4,16,8,7,14,20,12,5,18,11,6,15,13,1,19,17,4,9,5,6,1,3,10,8,2,7,19,2,15,20,18,16,5,11,12,3,4,17,14,1,13,10,7,9,8,6,19,10,20,6,7,1,12,11,8,2,13,15,9,5,16,3,17,18,21,14,4,16,30,26,2,24,5,21,7,17,29,23,9,4,19,3,20,12,11,1,22,14,10,15,28,13,6,25,27,18,8,16,5,9,19,13,20,8,2,14,4,6,12,3,17,11,15,10,1,7,18,1,2,3,3,2,1,3,1,2,1,2,3,3,2,1,1,3,2,1,3,2,3,1,2,1,3,2,1,2,3,3,2,1,2,1,3,3,2,1,1,2,3,1,2,3,3,1,2,1,3,2,3,1,2,1,3,2,3,1,2,2,1,3,3,1,2,3,2,1,3,1,2,1,3,2,1,2,3,2,1,3,1,2,3,1,2,3,3,1,2,3,2,1,5,5,1,2,1,3,1,2,3,1,2,3,1,2,3,1,2,3,2,1,3,3,1,2,3,2,1,3,1,2,2,3,1,3,2,1,1,3,2,1,2,3,2,1,3,1,2,3,NA,NA,NA,3,1,2,1,2,3,1,2,3,1,3,2,25,18,7,14,13,12,8,12,8,9,10,17,23,10,15,9,14,9,15,10,12,10,11,15,17,14,20,11,11,24,12,9,9,10,12,14,12,2,14,8,14,10,9,10,11,12,10,12,12,15,20,12,11,15,13,17,16,19,14,23,10,12,16,12,16,32,14,12,22,16,10,11,9,20,11,11,19,10,12,12,18,67,9,9,10,9,10,8,11,8,33,11,10,11,8,8,11,7,8,27,13,11,9,10,8,10,10,8,10,11,10,10,9,9,10,8,7,10,8,8,8,8,10,9,8,10,27
"726",1585,1,3,2,1,3,2,3,1,2,2,3,1,2,3,1,1,3,2,2,1,3,1,3,2,1,3,2,2,1,3,2,1,3,2,1,3,1,2,3,1,3,2,1,3,2,NA,NA,NA,2,3,1,3,2,1,3,1,2,2,1,3,1,2,3,1,3,2,1,3,2,1,3,2,2,1,3,3,1,2,2,1,3,1,2,3,1,2,3,2,1,3,2,1,3,1,3,2,3,2,1,1,2,3,3,1,2,3,1,2,3,2,1,2,3,1,1,2,3,1,3,2,2,3,1,1,2,3,3,1,2,3,2,1,2,3,1,2,1,3,2,1,3,2,1,3,2,1,3,2,3,1,3,1,2,3,2,1,3,2,1,3,1,2,2,3,1,1,2,3,2,1,3,2,1,3,2,1,3,2,1,3,1,2,3,3,1,2,1,3,2,1,2,3,3,2,1,2,1,3,3,1,2,3,2,1,1,3,2,2,1,3,1,3,2,6,4,16,10,8,12,17,18,1,14,15,3,11,19,13,2,20,9,7,5,4,6,8,5,2,9,7,10,3,1,19,4,20,11,16,6,9,2,8,17,7,18,5,10,14,3,12,15,13,1,16,21,14,11,10,5,2,17,19,18,7,9,12,20,13,3,15,4,6,8,1,3,16,28,8,25,9,24,13,26,27,21,20,1,2,15,7,6,19,4,23,5,10,22,12,17,18,11,30,29,14,3,10,14,20,17,9,5,1,8,6,12,2,11,4,7,19,18,13,16,15,2,1,3,2,3,1,1,3,2,3,1,2,2,1,3,2,1,3,3,2,1,1,3,2,2,1,3,2,1,3,2,1,3,2,1,3,1,3,2,2,1,3,1,3,2,1,3,2,2,1,3,1,3,2,1,3,2,3,2,1,2,3,1,1,3,2,1,2,3,2,3,1,1,3,2,1,2,3,1,2,3,1,2,3,2,1,3,3,1,2,2,1,3,5,5,1,2,1,3,1,3,2,1,2,3,1,2,3,1,2,3,2,1,3,1,2,3,1,3,2,2,1,3,1,2,3,1,2,3,3,1,2,3,2,1,3,1,2,1,3,2,2,1,3,2,3,1,1,3,2,1,3,2,1,3,2,20,18,3,7,12,8,7,7,7,9,6,8,140,10,7,10,316,7,6,0,14,7,6,6,11,6,9,9,6,6,7,5,6,7,6,6,15,10,8,9,8,31,8,7,8,5,6,8,7,5,7,11,7,9,7,6,6,7,9,6,7,8,9,5,6,6,9,7,7,8,6,7,10,8,10,8,8,5,8,6,6,6,4,6,6,9,12,8,7,6,6,8,6,6,6,11,6,6,6,6,5,6,5,7,6,7,5,7,36,6,5,5,5,7,5,5,7,6,5,6,5,6,6,5,6,8,22
"1148",2436,1,2,3,1,3,2,1,2,3,1,3,2,1,2,3,3,2,1,1,2,3,1,3,2,1,2,3,1,3,2,3,1,2,1,3,2,3,2,1,2,3,1,2,3,1,3,2,1,2,1,3,1,3,2,2,1,3,3,2,1,1,2,3,1,3,2,3,2,1,1,2,3,2,3,1,2,1,3,2,1,3,1,2,3,3,1,2,1,3,2,1,2,3,3,2,1,1,3,2,3,2,1,2,1,3,3,1,2,3,2,1,2,3,1,2,1,3,1,2,3,1,3,2,3,1,2,2,3,1,3,1,2,2,3,1,2,3,1,1,3,2,3,2,1,2,1,3,2,3,1,3,1,2,3,2,1,2,3,1,1,3,2,1,3,2,2,1,3,2,1,3,2,3,1,1,3,2,2,1,3,2,1,3,1,3,2,3,1,2,2,1,3,1,2,3,1,3,2,1,3,2,2,1,3,1,3,2,2,3,1,2,3,1,1,19,6,15,20,8,12,11,18,16,10,2,17,4,9,7,14,3,5,13,10,2,5,4,9,3,6,8,7,1,3,13,6,20,7,12,14,18,11,5,8,15,19,2,1,16,4,10,17,9,10,13,6,7,16,15,18,20,11,17,12,19,2,21,3,4,9,14,8,1,5,25,3,23,7,8,26,4,15,29,10,19,16,9,13,2,1,27,30,20,17,14,5,12,24,21,18,6,22,11,28,1,19,11,2,14,20,5,6,3,12,16,4,10,13,9,7,18,15,8,17,2,1,3,3,2,1,3,2,1,2,1,3,1,3,2,1,3,2,3,1,2,2,1,3,2,3,1,1,3,2,1,3,2,2,1,3,2,3,1,1,2,3,2,1,3,2,1,3,1,3,2,3,2,1,3,1,2,1,2,3,2,1,3,3,1,2,3,1,2,2,1,3,1,3,2,1,3,2,2,1,3,2,1,3,1,3,2,3,1,2,3,1,2,NA,NA,1,3,1,2,1,3,2,2,3,1,1,2,3,1,3,2,2,3,1,1,3,2,2,1,3,2,3,1,3,1,2,2,3,1,1,3,2,1,3,2,1,2,3,2,3,1,1,2,3,2,1,3,1,3,2,3,1,2,2,1,3,19,13,6,10,14,14,14,16,14,9,12,26,17,13,17,20,9,13,15,16,15,12,10,17,14,11,18,27,11,14,26,10,9,15,9,12,17,13,18,26,17,13,16,12,19,11,10,12,11,8,13,9,11,15,8,9,9,11,18,13,103,48,10,11,8,9,9,18,19,12,10,13,13,19,13,12,8,10,7,10,7,12,9,9,7,11,9,16,11,8,19,8,8,10,3,10,12,11,7,11,10,10,12,10,7,11,8,23,7,10,8,12,15,12,25,13,9,6,14,36,8,18,7,9,12,11,6
"441",963,1,2,3,1,2,3,1,2,3,1,3,2,1,2,3,3,2,1,1,2,3,1,3,2,1,3,2,1,2,3,2,3,1,1,3,2,3,2,1,3,2,1,1,3,2,3,2,1,2,3,1,2,1,3,1,3,2,1,3,2,2,3,1,1,2,3,3,1,2,3,1,2,1,3,2,3,1,2,3,1,2,2,1,3,1,2,3,1,2,3,3,1,2,3,2,1,1,3,2,1,3,2,1,2,3,3,2,1,1,2,3,3,1,2,3,2,1,1,3,2,1,2,3,3,2,1,2,1,3,1,3,2,2,3,1,2,1,3,1,2,3,1,2,3,3,1,2,2,3,1,3,1,2,3,2,1,2,3,1,1,2,3,2,3,1,1,2,3,1,2,3,1,2,3,2,1,3,1,2,3,1,2,3,3,1,2,1,3,2,1,2,3,3,1,2,2,1,3,3,1,2,3,2,1,2,3,1,2,1,3,1,2,3,11,18,10,15,5,6,17,3,12,13,14,20,16,7,2,1,8,19,4,9,4,7,9,3,2,10,1,5,8,6,15,20,6,1,8,19,11,2,13,3,14,18,17,10,9,16,7,5,12,4,14,11,9,13,16,6,1,3,7,21,8,2,4,19,12,10,20,5,17,18,15,11,21,14,1,20,19,26,2,29,12,28,6,8,15,3,22,13,27,9,18,25,23,5,24,16,10,17,30,4,7,8,1,4,7,12,3,13,18,17,5,6,10,16,19,2,14,15,20,9,11,1,2,3,2,1,3,1,3,2,3,1,2,3,1,2,1,3,2,3,2,1,1,2,3,3,1,2,1,2,3,3,2,1,1,3,2,1,3,2,2,1,3,3,1,2,2,1,3,3,1,2,1,3,2,1,3,2,1,2,3,3,2,1,2,3,1,3,1,2,3,1,2,1,3,2,1,2,3,3,1,2,2,3,1,1,2,3,1,2,3,3,1,2,5,5,1,2,1,3,1,2,3,1,3,2,1,2,3,2,1,3,2,1,3,3,1,2,2,3,1,3,2,1,3,2,1,2,3,1,1,2,3,1,3,2,2,1,3,1,2,3,2,1,3,3,1,2,1,3,2,1,3,2,1,2,3,6,9,2,6,9,6,5,7,9,6,6,5,6,6,7,5,6,7,7,7,8,6,6,5,4,5,4,8,7,5,5,6,9,7,9,5,5,8,5,6,5,6,5,6,6,6,4,5,6,6,5,7,6,6,7,6,7,6,7,6,7,5,6,6,5,6,6,5,6,8,6,5,5,6,4,7,9,5,9,8,8,4,5,6,5,7,5,5,4,6,4,4,6,3,7,5,5,4,4,5,4,13,21,12,11,6,6,5,4,4,4,6,5,6,4,5,4,5,4,5,6,10,11,4,5,6,7
"1297",2733,NA,NA,NA,1,2,3,1,2,3,1,2,3,1,2,3,3,2,1,1,2,3,2,3,1,1,2,3,1,2,3,2,1,3,1,3,2,3,2,1,2,3,1,1,3,2,2,3,1,1,2,3,3,1,2,3,1,2,1,2,3,1,3,2,2,1,3,3,1,2,2,3,1,1,3,2,3,2,1,3,2,1,1,2,3,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,11,2,3,5,6,14,1,17,12,16,4,10,9,20,8,19,18,7,15,10,4,7,3,5,9,1,2,8,6,2,4,5,19,17,13,1,12,7,9,14,15,20,11,16,6,3,18,10,8,2,20,6,9,17,3,16,13,19,15,10,11,21,8,1,12,4,14,18,5,7,4,2,24,25,10,22,6,12,28,27,11,13,16,14,18,9,3,29,7,1,8,21,26,17,19,5,23,20,15,30,1,2,4,17,10,8,3,19,12,7,9,20,18,15,14,11,13,6,5,16,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,2,3,2,1,3,1,2,3,1,2,3,1,2,3,1,3,2,1,2,3,3,2,1,3,1,2,1,3,2,1,2,3,3,2,1,1,2,3,3,1,2,1,3,2,1,2,3,1,2,3,1,3,2,1,2,3,1,2,3,10,13,3,16,12,11,9,23,10,12,7,8,8,8,8,7,18,7,20,7,6,9,7,9,18,9,8,10,22,7,7,11,5,5,5,6,5,6,5,5,5,7,5,8,10,6,7,5,7,6,4,8,1,3,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,3,0,1,0,1,0,1,0,0,1,0,1,2,0,10,0,21,0,1,1,0,4,2,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,9,11
